C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
1999,01,1,08,2,03,21,02,1,3,1,18,03,01,1990,01,F,34,11,2,02,1,000000000021788
1999,01,1,13,2,02,35,01,5,3,1,18,01,01,1990,01,F,21,11,1,02,1,000000000021852
1999,01,1,13,2,02,35,01,5,3,1,18,02,01,1996,01,F,41,11,1,02,1,000000000021852
1999,01,1,13,2,02,35,01,5,3,1,18,02,01,1996,02,F,45,13,2,02,2,000000000021852
1999,01,1,16,2,07,UU,01,3,5,2,18,01,01,1990,01,M,50,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,01,01,1990,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,02,01,1989,01,F,19,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,02,01,1989,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,03,01,1999,01,F,26,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,04,01,1993,01,F,39,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,04,01,1993,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,05,01,1990,01,M,27,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,06,01,1987,01,F,47,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,07,01,1990,01,M,17,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,99,NN,NNNN,01,F,27,99,2,UU,3,000000000021853
1999,01,1,15,2,02,21,01,1,1,1,18,01,01,1989,01,F,35,11,2,02,1,000000000021855
1999,01,1,15,2,02,21,01,1,1,1,18,01,01,1989,02,F,29,13,2,02,2,000000000021855
1999,01,1,15,2,02,21,01,1,1,1,18,02,01,1990,01,F,51,11,1,02,1,000000000021855
1999,01,1,12,2,01,06,QQ,7,3,1,18,01,06,1987,01,M,34,11,2,02,1,000000000022123
1999,01,1,18,2,02,21,01,1,1,1,18,01,01,1993,01,M,22,11,2,02,1,000000000022136
1999,01,1,18,2,02,21,01,1,1,1,18,02,01,1986,01,U,UU,11,U,UU,1,000000000022136
1999,01,1,13,2,03,21,02,1,3,3,04,01,01,1997,01,M,19,11,U,UU,1,000000000022656
1999,01,1,13,2,03,21,02,1,3,3,04,02,06,1997,01,F,42,11,2,02,1,000000000022656
1999,01,1,13,2,03,21,02,1,3,3,04,03,01,1988,01,F,27,11,U,UU,1,000000000022656
1999,01,1,02,2,01,01,02,4,5,1,18,01,QQ,1979,01,M,46,11,U,UU,U,000000000022974
1999,01,1,02,2,01,01,02,4,5,1,18,99,NN,NNNN,01,M,24,99,2,UU,3,000000000022974
1999,01,1,07,2,02,33,02,2,3,1,18,01,01,1992,01,F,54,11,2,02,1,000000000022976
1999,01,1,07,2,02,33,02,2,3,1,18,02,01,1988,01,M,51,11,2,UU,1,000000000022976
1999,01,1,15,2,02,35,02,1,2,1,03,01,01,1995,01,M,80,11,2,02,1,000000000023272
1999,01,1,15,2,02,35,02,1,2,1,03,02,01,1990,01,M,19,11,2,02,1,000000000023272
1999,01,1,15,2,02,35,02,1,2,1,03,02,01,1990,02,M,19,13,2,02,2,000000000023272
1999,01,1,15,2,02,35,02,1,2,1,03,02,01,1990,03,M,19,21,2,02,2,000000000023272
1999,01,1,21,2,01,04,01,2,3,1,18,01,01,1991,01,F,19,11,2,02,1,000000000023334
1999,01,1,21,2,01,04,01,2,3,1,18,01,01,1991,02,F,18,13,2,02,2,000000000023334
1999,01,1,21,2,01,04,01,2,3,1,18,01,01,1991,03,F,18,23,2,02,2,000000000023334
1999,01,1,09,2,01,03,01,3,5,2,18,01,06,1993,01,M,39,11,U,UU,1,000000000023337
1999,01,1,09,2,01,03,01,3,5,2,18,01,06,1993,02,F,52,13,2,02,2,000000000023337
1999,01,1,17,2,02,31,01,4,3,1,18,01,01,1995,01,M,23,11,2,02,1,000000000023417
1999,01,1,17,2,02,31,01,4,3,1,18,02,20,1991,01,M,53,11,1,02,U,000000000023417
1999,01,1,17,2,02,35,02,2,3,1,01,01,QQ,1976,01,M,31,11,1,01,U,000000000023418
1999,01,1,17,2,02,35,02,2,3,1,01,02,01,1991,01,F,22,11,2,02,1,000000000023418
1999,01,1,09,2,03,35,02,1,2,1,01,01,06,1988,01,M,20,11,U,UU,1,000000000023437
1999,01,1,09,2,03,35,02,1,2,1,01,02,01,1993,01,M,62,11,U,UU,1,000000000023437
1999,01,1,09,2,03,35,02,1,2,1,01,03,01,1998,01,M,68,11,2,02,1,000000000023437
1999,01,1,16,2,02,23,01,1,3,1,18,01,01,1991,01,M,51,11,1,02,1,000000000023438
1999,01,1,16,2,02,23,01,1,3,1,18,02,01,1990,01,F,29,11,2,02,1,000000000023438
1999,01,1,20,2,02,33,02,1,2,2,01,01,01,1997,01,M,22,11,2,02,1,000000000023439
1999,01,1,20,2,02,33,02,1,2,2,01,02,01,1998,01,M,33,11,2,02,1,000000000023439
1999,01,1,10,2,02,36,01,3,2,2,18,01,01,1990,01,F,42,11,2,02,1,000000000023451
1999,01,1,10,2,02,36,01,3,2,2,18,01,01,1990,02,F,45,13,2,02,2,000000000023451
1999,01,1,10,2,02,36,01,3,2,2,18,02,01,1989,01,M,29,11,1,02,1,000000000023451
1999,01,1,15,2,02,31,01,4,5,3,18,01,01,1996,01,M,48,11,2,02,1,000000000024127
1999,01,1,15,2,02,31,01,4,5,3,18,01,01,1996,02,F,21,13,2,02,2,000000000024127
1999,01,1,15,2,02,31,01,4,5,3,18,01,01,1996,03,F,17,23,2,02,2,000000000024127
1999,01,1,15,2,02,31,01,4,5,3,18,02,06,1998,01,F,39,11,2,UU,1,000000000024127
1999,01,1,00,2,01,01,01,6,3,2,18,01,01,UUUU,01,U,UU,11,U,UU,1,000000000024135
1999,01,1,00,2,01,01,01,6,3,2,18,99,NN,NNNN,01,M,38,99,2,UU,3,000000000024135
1999,01,1,06,2,03,21,01,1,3,1,18,01,01,1985,01,M,20,11,1,02,1,000000000024286
1999,01,1,06,2,03,21,01,1,3,1,18,02,01,1994,01,M,46,11,2,02,1,000000000024286
1999,01,1,06,2,03,21,01,1,3,1,18,02,01,1994,02,U,UU,13,1,02,2,000000000024286
1999,01,1,06,2,03,21,01,1,3,1,18,03,06,1987,01,M,42,11,1,02,1,000000000024286
1999,01,1,09,2,02,36,02,1,3,1,01,01,01,1994,01,F,23,11,2,02,1,000000000024287
1999,01,1,09,2,02,36,02,1,3,1,01,02,01,1991,01,M,41,11,1,02,1,000000000024287
1999,01,1,12,2,02,36,02,1,3,2,18,01,01,1991,01,F,19,11,2,02,1,000000000024288
1999,01,1,12,2,02,36,02,1,3,2,18,02,01,1990,01,M,35,11,1,02,1,000000000024288
1999,01,1,12,2,02,36,02,1,3,2,18,02,01,1990,02,F,35,13,2,02,2,000000000024288
1999,01,1,15,2,02,36,01,3,2,2,18,01,01,1987,01,M,68,11,1,02,1,000000000024298
1999,01,1,15,2,02,36,01,3,2,2,18,02,01,1997,01,F,78,11,2,02,1,000000000024298
1999,01,1,14,2,02,21,01,1,1,1,18,01,01,1993,01,M,17,11,2,02,1,000000000024303
1999,01,1,14,2,02,21,01,1,1,1,18,02,01,1991,01,M,18,11,1,02,1,000000000024303
1999,01,1,20,2,02,21,01,2,3,1,18,01,01,1998,01,F,34,11,1,02,1,000000000024304
1999,01,1,20,2,02,21,01,2,3,1,18,02,01,1998,01,F,55,11,2,02,1,000000000024304
1999,01,1,20,2,01,01,02,2,3,1,01,01,01,1989,01,F,18,11,U,UU,1,000000000024633
1999,01,1,20,2,01,01,02,2,3,1,01,99,NN,NNNN,01,M,46,99,2,UU,3,000000000024633
1999,01,1,23,2,01,02,01,1,1,1,18,01,06,1993,01,M,54,11,2,02,1,000000000025001
1999,01,1,17,2,01,01,02,1,3,1,03,01,01,UUUU,01,U,UU,11,U,UU,1,000000000025004
1999,01,1,17,2,01,01,02,1,3,1,03,99,NN,NNNN,01,F,44,99,2,UU,3,000000000025004
1999,01,1,01,2,02,21,02,2,5,1,18,01,01,1989,01,M,20,11,2,02,1,000000000025008
1999,01,1,01,2,02,21,02,2,5,1,18,02,07,1987,01,M,40,11,1,02,1,000000000025008
1999,01,1,08,2,01,01,01,2,2,1,18,01,06,1984,01,M,48,11,U,UU,1,000000000025009
1999,01,1,08,2,01,01,01,2,2,1,18,99,NN,NNNN,01,F,10,99,2,UU,3,000000000025009
1999,01,1,10,2,02,35,02,2,3,1,01,01,06,1997,01,M,54,11,1,02,1,000000000025450
1999,01,1,10,2,02,35,02,2,3,1,01,02,01,1993,01,M,53,11,2,02,1,000000000025450
1999,01,1,10,2,02,35,02,2,3,1,01,02,01,1993,02,F,49,13,2,02,2,000000000025450
1999,01,1,14,2,02,21,02,2,3,3,03,01,01,1992,01,F,43,11,U,UU,1,000000000025451
1999,01,1,14,2,02,21,02,2,3,3,03,02,01,1997,01,M,52,11,2,02,1,000000000025451
1999,01,1,15,2,02,31,UU,1,3,1,18,01,01,1990,01,M,22,11,U,UU,1,000000000025452
1999,01,1,15,2,02,31,UU,1,3,1,18,02,06,1986,01,M,41,11,2,02,1,000000000025452
1999,01,1,11,2,01,01,QQ,2,5,1,18,01,07,1986,01,M,50,11,U,UU,1,000000000025464
1999,01,1,11,2,01,01,QQ,2,5,1,18,99,NN,NNNN,01,F,78,99,2,UU,3,000000000025464
1999,01,1,15,2,01,01,02,3,2,1,01,01,UU,UUUU,01,U,UU,11,U,UU,U,000000000025465
1999,01,1,15,2,01,01,02,3,2,1,01,99,NN,NNNN,01,F,41,99,2,UU,3,000000000025465
1999,01,1,07,2,01,01,02,1,1,1,18,01,11,1997,01,M,46,11,U,UU,1,000000000025472
1999,01,1,07,2,01,01,02,1,1,1,18,99,NN,NNNN,01,M,59,99,2,UU,3,000000000025472
1999,01,1,16,2,02,33,01,1,1,1,01,01,01,1996,01,F,20,11,2,02,1,000000000025473
1999,01,1,16,2,02,33,01,1,1,1,01,02,01,1998,01,M,36,11,1,02,1,000000000025473
1999,01,1,18,2,02,35,01,2,3,1,18,01,01,1998,01,M,35,11,2,02,1,000000000025928
1999,01,1,18,2,02,35,01,2,3,1,18,02,01,1995,01,M,22,11,2,02,1,000000000025928
1999,01,1,18,2,02,UU,02,1,3,1,01,01,01,1991,01,F,39,11,2,02,1,000000000026003
1999,01,1,18,2,02,UU,02,1,3,1,01,01,01,1991,02,M,41,13,2,02,2,000000000026003
1999,01,1,18,2,02,UU,02,1,3,1,01,02,06,1992,01,F,33,11,2,02,1,000000000026003
1999,01,1,20,2,01,01,02,3,2,1,01,01,06,1994,01,M,50,11,1,02,1,000000000026009
1999,01,1,20,2,01,01,02,3,2,1,01,01,06,1994,02,U,UU,13,1,02,2,000000000026009
1999,01,1,20,2,01,01,02,3,2,1,01,99,NN,NNNN,01,F,15,99,2,UU,3,000000000026009
1999,01,1,13,1,02,31,01,1,5,1,18,01,01,1989,01,M,29,11,2,02,1,000000000026334
1999,01,1,13,1,02,31,01,1,5,1,18,01,01,1989,02,M,59,13,3,UU,2,000000000026334
1999,01,1,13,1,02,31,01,1,5,1,18,01,01,1989,03,F,UU,21,2,UU,2,000000000026334
1999,01,1,13,1,02,31,01,1,5,1,18,02,01,1998,01,F,48,11,2,02,1,000000000026334
1999,01,1,09,2,02,21,01,1,5,2,18,01,01,1992,01,F,35,11,2,UU,1,000000000026498
1999,01,1,09,2,02,21,01,1,5,2,18,02,20,1986,01,M,44,11,U,UU,U,000000000026498
1999,01,1,00,2,01,06,01,2,5,3,18,01,QQ,1997,01,M,33,11,2,01,U,000000000026503
1999,01,1,00,2,01,06,01,2,5,3,18,01,QQ,1997,02,U,UU,13,1,01,U,000000000026503
1999,01,1,17,2,02,21,01,3,2,1,18,01,01,1989,01,F,49,11,2,02,1,000000000026504
1999,01,1,17,2,02,21,01,3,2,1,18,02,01,1993,01,M,31,11,U,UU,1,000000000026504
1999,01,1,08,2,01,01,02,1,2,1,03,01,01,1990,01,M,19,11,U,UU,1,000000000026966
1999,01,1,08,2,01,01,02,1,2,1,03,99,NN,NNNN,01,M,28,99,2,UU,3,000000000026966
1999,01,1,12,2,02,35,02,1,1,1,03,01,01,1991,01,M,21,11,2,02,1,000000000026967
1999,01,1,12,2,02,35,02,1,1,1,03,02,01,1986,01,F,19,11,U,UU,1,000000000026967
1999,01,1,07,1,01,01,02,1,1,1,UU,01,01,1986,01,M,19,11,1,02,1,000000000027256
1999,01,1,07,1,01,01,02,1,1,1,UU,99,NN,NNNN,01,F,05,99,3,UU,3,000000000027256
1999,01,1,07,1,01,01,02,1,1,1,UU,UU,UU,UUUU,01,M,09,11,2,UU,U,000000000027256
1999,01,1,19,2,02,41,QQ,2,3,1,18,01,01,1996,01,U,UU,11,U,UU,1,000000000027448
1999,01,1,19,2,02,41,QQ,2,3,1,18,01,01,1996,02,F,35,23,2,01,2,000000000027448
1999,01,1,19,2,02,41,QQ,2,3,1,18,02,01,1997,01,U,UU,11,U,UU,1,000000000027448
1999,01,1,00,2,02,41,01,1,5,1,18,01,01,1994,01,M,25,11,2,02,1,000000000027455
1999,01,1,00,2,02,41,01,1,5,1,18,01,01,1994,02,U,UU,13,1,02,2,000000000027455
1999,01,1,00,2,02,41,01,1,5,1,18,02,07,1996,01,U,UU,11,U,UU,1,000000000027455
1999,01,1,18,2,02,21,02,1,1,1,UU,01,01,1985,01,M,37,11,2,UU,1,000000000027457
1999,01,1,18,2,02,21,02,1,1,1,UU,02,01,1988,01,F,32,11,U,UU,1,000000000027457
1999,01,1,14,2,02,21,01,1,2,1,18,01,01,1989,01,M,60,11,1,02,1,000000000027659
1999,01,1,14,2,02,21,01,1,2,1,18,01,01,1989,02,F,57,13,2,02,2,000000000027659
1999,01,1,14,2,02,21,01,1,2,1,18,02,01,1998,01,F,22,11,1,02,1,000000000027659
1999,01,1,14,2,02,21,01,1,2,1,18,02,01,1998,02,U,UU,13,1,02,2,000000000027659
1999,01,1,09,2,01,02,01,4,3,1,18,01,01,1990,01,F,43,11,2,02,1,000000000027903
1999,01,1,09,2,01,02,01,4,3,1,18,01,01,1990,02,M,53,13,2,01,2,000000000027903
1999,01,1,20,1,02,35,02,3,2,1,01,01,06,1990,01,M,60,11,3,13,1,000000000027904
1999,01,1,20,1,02,35,02,3,2,1,01,02,08,1988,01,M,35,11,U,UU,1,000000000027904
1999,01,1,13,2,02,21,02,1,5,2,18,01,01,1996,01,M,21,11,1,02,1,000000000028117
1999,01,1,13,2,02,21,02,1,5,2,18,02,01,1991,01,M,46,11,2,02,1,000000000028117
1999,01,1,20,1,02,21,02,1,5,2,18,01,06,1986,01,U,UU,11,U,UU,1,000000000028179
1999,01,1,20,1,02,21,02,1,5,2,18,01,06,1986,02,M,52,QQ,3,UU,U,000000000028179
1999,01,1,20,1,02,21,02,1,5,2,18,02,20,1990,01,U,UU,11,U,UU,U,000000000028179
1999,01,1,20,1,02,21,02,1,5,2,18,99,NN,NNNN,01,M,21,99,2,UU,3,000000000028179
1999,01,1,13,2,01,06,02,2,5,1,03,01,01,1993,01,F,43,11,2,02,1,000000000028180
1999,01,1,11,2,02,35,02,2,3,2,18,01,01,1991,01,M,24,11,2,02,1,000000000028183
1999,01,1,11,2,02,35,02,2,3,2,18,02,20,1988,01,M,29,11,U,UU,U,000000000028183
1999,01,1,08,2,02,33,02,5,3,1,18,01,01,1990,01,F,49,11,U,UU,1,000000000028310
1999,01,1,08,2,02,33,02,5,3,1,18,02,01,1994,01,F,39,11,2,02,1,000000000028310
1999,01,1,12,2,02,35,02,1,5,1,18,01,06,1994,01,F,57,11,U,UU,1,000000000028460
1999,01,1,12,2,02,35,02,1,5,1,18,02,01,1989,01,F,39,11,2,02,1,000000000028460
1999,01,1,14,2,03,21,02,1,3,1,01,01,07,1996,01,M,48,11,U,UU,1,000000000028466
1999,01,1,14,2,03,21,02,1,3,1,01,02,01,1996,01,M,71,11,2,02,1,000000000028466
1999,01,1,14,2,03,21,02,1,3,1,01,03,20,1987,01,M,59,11,2,13,U,000000000028466
1999,01,1,07,2,02,21,01,1,5,1,18,01,01,1993,01,M,28,11,U,UU,1,000000000028473
1999,01,1,07,2,02,21,01,1,5,1,18,02,06,1997,01,M,44,11,2,02,1,000000000028473
1999,01,1,17,2,02,35,02,3,Q,2,18,01,01,1996,01,F,23,11,U,UU,1,000000000028704
1999,01,1,17,2,02,35,02,3,Q,2,18,02,01,1997,01,M,18,11,2,02,1,000000000028704
1999,01,1,17,2,02,35,02,3,Q,2,18,99,NN,NNNN,01,F,18,99,2,UU,3,000000000028704
1999,01,1,12,2,01,01,QQ,1,3,1,18,01,01,1987,01,M,34,11,U,UU,1,000000000029208
1999,01,1,12,2,01,01,QQ,1,3,1,18,99,NN,NNNN,01,F,02,99,2,UU,3,000000000029208
1999,01,1,16,2,02,35,01,3,2,1,18,01,01,1987,01,M,18,11,1,02,1,000000000029291
1999,01,1,16,2,02,35,01,3,2,1,18,02,01,1991,01,M,82,11,1,02,1,000000000029291
1999,01,1,16,2,02,35,01,3,2,1,18,02,01,1991,02,F,78,13,2,02,2,000000000029291
1999,01,1,12,2,02,35,01,1,1,1,03,01,01,1999,01,F,21,11,2,02,1,000000000029383
1999,01,1,12,2,02,35,01,1,1,1,03,02,06,1995,01,M,50,11,1,02,1,000000000029383
1999,01,1,15,2,02,UU,UU,2,5,U,UU,01,01,1996,01,F,44,11,2,UU,1,000000000029418
1999,01,1,15,2,02,UU,UU,2,5,U,UU,02,07,1989,01,M,37,11,2,UU,1,000000000029418
1999,01,1,07,2,02,UU,01,2,3,1,18,01,20,1979,01,M,26,11,1,02,U,000000000029456
1999,01,1,07,2,02,UU,01,2,3,1,18,02,11,1995,01,F,52,11,2,02,1,000000000029456
1999,01,1,11,2,02,21,02,3,5,1,03,01,01,1988,01,F,33,11,U,UU,1,000000000029457
1999,01,1,11,2,02,21,02,3,5,1,03,01,01,1988,02,U,UU,13,1,02,2,000000000029457
1999,01,1,11,2,02,21,02,3,5,1,03,02,01,1991,01,M,19,11,2,02,1,000000000029457
1999,01,1,15,2,02,35,QQ,1,1,1,18,01,01,1995,01,F,56,11,2,UU,1,000000000029462
1999,01,1,15,2,02,35,QQ,1,1,1,18,02,01,1993,01,M,40,11,U,UU,1,000000000029462
1999,01,1,15,2,02,35,QQ,1,1,1,18,02,01,1993,02,F,35,96,2,UU,2,000000000029462
1999,01,1,15,2,02,35,QQ,1,1,1,18,02,01,1993,03,F,13,96,2,UU,2,000000000029462
1999,01,1,14,2,02,33,02,2,3,1,01,01,01,1998,01,M,54,11,2,02,1,000000000029730
1999,01,1,14,2,02,33,02,2,3,1,01,02,01,1989,01,M,19,11,2,02,1,000000000029730
1999,01,1,12,2,02,35,02,3,2,1,03,01,06,1996,01,M,37,11,1,02,1,000000000029831
1999,01,1,12,2,02,35,02,3,2,1,03,02,01,1994,01,F,43,11,2,02,1,000000000029831
1999,01,1,12,2,02,35,02,3,2,1,03,02,01,1994,02,F,12,13,2,02,2,000000000029831
1999,01,1,12,2,02,35,02,3,2,1,03,02,01,1994,03,F,11,23,2,02,2,000000000029831
1999,01,1,06,2,03,UU,01,1,5,1,18,01,01,1993,01,U,UU,11,U,UU,1,000000000029835
1999,01,1,06,2,03,UU,01,1,5,1,18,02,06,1997,01,U,UU,11,U,UU,1,000000000029835
1999,01,1,06,2,03,UU,01,1,5,1,18,03,06,1986,01,M,39,11,2,02,1,000000000029835
1999,01,1,06,2,03,UU,01,1,5,1,18,99,NN,NNNN,01,M,45,99,2,UU,3,000000000029835
1999,01,1,14,2,02,35,01,1,2,1,18,01,01,1991,01,F,20,11,2,02,1,000000000030109
1999,01,1,14,2,02,35,01,1,2,1,18,02,06,1993,01,M,22,11,1,02,1,000000000030109
1999,01,1,10,2,02,UU,02,4,5,1,18,01,01,1987,01,M,62,11,2,02,1,000000000030111
1999,01,1,10,2,02,UU,02,4,5,1,18,02,06,1993,01,M,44,11,1,02,1,000000000030111
1999,01,1,13,2,03,21,02,1,3,3,01,01,01,1990,01,M,47,11,1,02,1,000000000030159
1999,01,1,13,2,03,21,02,1,3,3,01,02,01,1990,01,F,20,11,2,02,1,000000000030159
1999,01,1,13,2,03,21,02,1,3,3,01,03,01,1988,01,F,36,11,1,02,1,000000000030159
1999,01,1,08,2,02,21,02,5,5,1,03,01,06,1986,01,M,35,11,2,02,1,000000000030161
1999,01,1,08,2,02,21,02,5,5,1,03,02,09,1988,01,M,53,11,1,02,1,000000000030161
1999,01,1,11,2,02,21,01,3,5,3,18,01,06,1994,01,F,32,11,1,02,1,000000000030162
1999,01,1,11,2,02,21,01,3,5,3,18,02,01,1989,01,F,62,11,2,01,1,000000000030162
1999,01,1,14,2,03,36,01,1,2,1,18,01,06,1998,01,M,40,11,1,02,1,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,01,06,1998,02,U,UU,21,1,02,2,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,02,06,1993,01,F,35,11,2,02,1,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,02,06,1993,02,M,39,13,2,02,2,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,02,06,1993,03,F,07,21,2,02,2,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,02,06,1993,04,U,UU,23,1,02,2,000000000030247
1999,01,1,14,2,03,36,01,1,2,1,18,03,01,1998,01,M,39,11,1,02,1,000000000030247
1999,01,1,16,2,01,01,QQ,3,2,1,18,01,01,1994,01,F,18,11,1,02,1,000000000030252
1999,01,1,16,2,01,01,QQ,3,2,1,18,99,NN,NNNN,01,M,34,99,2,UU,3,000000000030252
1999,01,1,16,2,01,01,QQ,3,2,1,18,99,NN,NNNN,02,U,UU,99,1,UU,3,000000000030252
1999,01,1,13,2,03,21,01,1,1,1,18,01,01,1986,01,M,72,11,1,02,1,000000000030254
1999,01,1,13,2,03,21,01,1,1,1,18,01,01,1986,02,U,UU,13,1,02,2,000000000030254
1999,01,1,13,2,03,21,01,1,1,1,18,02,01,1997,01,F,34,11,2,02,1,000000000030254
1999,01,1,13,2,03,21,01,1,1,1,18,02,01,1997,02,F,11,13,2,02,2,000000000030254
1999,01,1,13,2,03,21,01,1,1,1,18,03,06,1994,01,M,42,11,1,02,1,000000000030254
1999,01,1,07,2,02,31,05,2,2,2,18,01,01,1997,01,F,38,11,1,02,1,000000000030503
1999,01,1,07,2,02,31,05,2,2,2,18,02,06,1996,01,M,34,11,2,02,1,000000000030503
1999,01,1,07,2,02,31,05,2,2,2,18,02,06,1996,02,F,32,13,2,02,2,000000000030503
1999,01,1,17,2,04,31,01,6,3,3,18,01,01,1989,01,F,17,11,2,01,1,000000000030637
1999,01,1,17,2,04,31,01,6,3,3,18,02,01,1990,01,F,44,11,U,UU,1,000000000030637
1999,01,1,17,2,04,31,01,6,3,3,18,03,01,1997,01,F,50,11,U,UU,1,000000000030637
1999,01,1,17,2,04,31,01,6,3,3,18,04,01,1985,01,M,54,11,U,UU,1,000000000030637
1999,01,1,10,2,01,02,01,1,3,4,18,01,01,1986,01,F,29,11,2,02,1,000000000030638
1999,01,1,06,2,01,02,01,1,3,1,18,01,01,1989,01,F,20,11,2,02,1,000000000030684
1999,01,1,06,2,01,02,02,1,3,1,18,01,01,1987,01,M,33,11,2,02,1,000000000030969
1999,01,1,06,2,01,02,02,1,3,1,18,01,01,1987,02,U,UU,13,1,02,2,000000000030969
1999,01,1,08,2,04,31,01,5,5,1,18,01,08,1998,01,M,25,11,1,02,1,000000000031030
1999,01,1,08,2,04,31,01,5,5,1,18,02,01,1989,01,M,69,11,1,02,1,000000000031030
1999,01,1,08,2,04,31,01,5,5,1,18,03,01,1997,01,F,23,11,2,02,1,000000000031030
1999,01,1,08,2,04,31,01,5,5,1,18,04,09,1997,01,M,54,11,1,02,1,000000000031030
1999,01,1,11,2,02,35,01,5,5,1,18,01,01,1986,01,M,71,11,2,02,1,000000000031031
1999,01,1,11,2,02,35,01,5,5,1,18,02,01,1990,01,M,21,11,1,02,1,000000000031031
1999,01,1,11,2,02,35,01,5,5,1,18,02,01,1990,02,F,31,13,2,02,2,000000000031031
1999,01,1,11,2,02,35,01,5,5,1,18,02,01,1990,03,U,UU,21,1,02,2,000000000031031
1999,01,1,09,2,01,02,02,5,5,1,03,01,01,1996,01,F,29,11,2,02,1,000000000031032
1999,01,1,11,2,01,06,01,3,5,3,18,01,06,1989,01,M,42,11,2,02,1,000000000031033
1999,01,1,17,2,02,31,02,1,3,1,18,01,06,1990,01,F,36,11,U,UU,1,000000000031238
1999,01,1,17,2,02,31,02,1,3,1,18,02,01,1996,01,M,56,11,2,02,1,000000000031238
1999,01,1,06,2,02,21,02,1,2,1,01,01,01,1992,01,F,45,11,2,02,1,000000000031638
1999,01,1,06,2,02,21,02,1,2,1,01,02,01,UUUU,01,U,UU,11,U,UU,1,000000000031638
1999,01,1,11,2,02,23,02,4,3,1,18,01,01,1991,01,F,36,11,2,02,1,000000000031848
1999,01,1,11,2,02,23,02,4,3,1,18,02,01,1995,01,F,29,11,U,UU,1,000000000031848
1999,01,1,11,2,02,23,02,4,3,1,18,02,01,1995,02,F,34,13,2,02,2,000000000031848
1999,01,1,15,2,02,31,01,2,3,4,18,01,06,1986,01,F,23,11,2,02,1,000000000031850
1999,01,1,15,2,02,31,01,2,3,4,18,02,07,1997,01,M,42,11,U,UU,1,000000000031850
1999,01,1,14,2,02,21,01,2,3,1,18,01,01,1998,01,M,47,11,2,UU,1,000000000031967
1999,01,1,14,2,02,21,01,2,3,1,18,02,11,1985,01,M,57,11,U,UU,1,000000000031967
